phase,label,target_service,workload,placement_mode,users,duration_seconds,decision,health_code,locust_exit,metrics_exit,locust_request_count,locust_failure_count,locust_failure_pct,locust_median_ms,locust_avg_latency_ms,locust_p95_ms,locust_p99_ms,locust_req_rate,service,deployment,backend,cpu_pct,mem_pct,service_request_count,service_req_rate,service_error_count,service_error_pct,service_p50_ms,service_p95_ms,service_p99_ms,service_avg_latency_ms,exec_grpc_ms,faas_exec_p99_ms,cold_start_count,cold_start_p99_ms,metric_source,data_quality,stats_file,metrics_file
phase3,calibration_productcatalogservice_50,productcatalogservice,browse-product,calibration,50,180,completed,200,0,0,11828,7,0.0592,440.00,532.22,1100.00,1500.00,65.8721,emailservice,hybrid-dynamic,faas,0.0629,,,,,,,,,,,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_50_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_50_metrics.csv
phase3,calibration_productcatalogservice_50,productcatalogservice,browse-product,calibration,50,180,completed,200,0,0,11828,7,0.0592,440.00,532.22,1100.00,1500.00,65.8721,paymentservice,iaas,iaas,0.0106,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_50_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_50_metrics.csv
phase3,calibration_productcatalogservice_50,productcatalogservice,browse-product,calibration,50,180,completed,200,0,0,11828,7,0.0592,440.00,532.22,1100.00,1500.00,65.8721,shippingservice,hybrid-dynamic,faas,0.0532,,,,,,,,,,,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_50_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_50_metrics.csv
phase3,calibration_productcatalogservice_50,productcatalogservice,browse-product,calibration,50,180,completed,200,0,0,11828,7,0.0592,440.00,532.22,1100.00,1500.00,65.8721,adservice,hybrid-dynamic,faas,19.0701,,29568.3358,61.2667,2.5000,0.0085,2.97,9.25,65.03,3.89,4.95,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_50_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_50_metrics.csv
phase3,calibration_productcatalogservice_50,productcatalogservice,browse-product,calibration,50,180,completed,200,0,0,11828,7,0.0592,440.00,532.22,1100.00,1500.00,65.8721,recommendationservice,iaas,iaas,16.7238,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_50_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_50_metrics.csv
phase3,calibration_productcatalogservice_50,productcatalogservice,browse-product,calibration,50,180,completed,200,0,0,11828,7,0.0592,440.00,532.22,1100.00,1500.00,65.8721,redis-cart,iaas,iaas,4.2831,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_50_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_50_metrics.csv
phase3,calibration_productcatalogservice_100,productcatalogservice,browse-product,calibration,100,180,completed,200,0,0,26064,0,0.0000,440.00,462.99,570.00,1000.00,145.2438,frontend,iaas,iaas,53.9908,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_100_metrics.csv
phase3,calibration_productcatalogservice_100,productcatalogservice,browse-product,calibration,100,180,completed,200,0,0,26064,0,0.0000,440.00,462.99,570.00,1000.00,145.2438,productcatalogservice,iaas,iaas,19.0323,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_100_metrics.csv
phase3,calibration_productcatalogservice_100,productcatalogservice,browse-product,calibration,100,180,completed,200,0,0,26064,0,0.0000,440.00,462.99,570.00,1000.00,145.2438,cartservice,iaas,iaas,2.7274,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_100_metrics.csv
phase3,calibration_productcatalogservice_100,productcatalogservice,browse-product,calibration,100,180,completed,200,0,0,26064,0,0.0000,440.00,462.99,570.00,1000.00,145.2438,checkoutservice,iaas,iaas,0.0005,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_100_metrics.csv
phase3,calibration_productcatalogservice_100,productcatalogservice,browse-product,calibration,100,180,completed,200,0,0,26064,0,0.0000,440.00,462.99,570.00,1000.00,145.2438,currencyservice,hybrid-dynamic,iaas,29.4425,,33478.8889,,,,50.19,193.56,239.82,55.12,4.96,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_100_metrics.csv
phase3,calibration_productcatalogservice_100,productcatalogservice,browse-product,calibration,100,180,completed,200,0,0,26064,0,0.0000,440.00,462.99,570.00,1000.00,145.2438,emailservice,hybrid-dynamic,faas,0.0636,,,,,,,,,,,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_100_metrics.csv
phase3,calibration_productcatalogservice_100,productcatalogservice,browse-product,calibration,100,180,completed,200,0,0,26064,0,0.0000,440.00,462.99,570.00,1000.00,145.2438,paymentservice,iaas,iaas,0.0105,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_100_metrics.csv
phase3,calibration_productcatalogservice_100,productcatalogservice,browse-product,calibration,100,180,completed,200,0,0,26064,0,0.0000,440.00,462.99,570.00,1000.00,145.2438,shippingservice,hybrid-dynamic,faas,0.0540,,,,,,,,,,,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_100_metrics.csv
phase3,calibration_productcatalogservice_100,productcatalogservice,browse-product,calibration,100,180,completed,200,0,0,26064,0,0.0000,440.00,462.99,570.00,1000.00,145.2438,adservice,hybrid-dynamic,iaas,13.1208,,32610.8948,64.7157,25.5556,0.0784,3.22,14.57,81.69,5.38,4.95,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_100_metrics.csv
phase3,calibration_productcatalogservice_100,productcatalogservice,browse-product,calibration,100,180,completed,200,0,0,26064,0,0.0000,440.00,462.99,570.00,1000.00,145.2438,recommendationservice,iaas,iaas,24.8637,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_100_metrics.csv
phase3,calibration_productcatalogservice_100,productcatalogservice,browse-product,calibration,100,180,completed,200,0,0,26064,0,0.0000,440.00,462.99,570.00,1000.00,145.2438,redis-cart,iaas,iaas,4.3341,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_100_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_100_metrics.csv
phase3,calibration_productcatalogservice_500,productcatalogservice,browse-product,calibration,500,180,threshold_exceeded,200,0,0,17422,182,1.0447,2900.00,4681.92,17000.00,25000.00,97.0017,frontend,iaas,iaas,51.6348,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_500_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_500_metrics.csv
phase3,calibration_productcatalogservice_500,productcatalogservice,browse-product,calibration,500,180,threshold_exceeded,200,0,0,17422,182,1.0447,2900.00,4681.92,17000.00,25000.00,97.0017,productcatalogservice,iaas,iaas,18.8614,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_500_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_500_metrics.csv
phase3,calibration_productcatalogservice_500,productcatalogservice,browse-product,calibration,500,180,threshold_exceeded,200,0,0,17422,182,1.0447,2900.00,4681.92,17000.00,25000.00,97.0017,cartservice,iaas,iaas,1.7335,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_500_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_500_metrics.csv
phase3,calibration_productcatalogservice_500,productcatalogservice,browse-product,calibration,500,180,threshold_exceeded,200,0,0,17422,182,1.0447,2900.00,4681.92,17000.00,25000.00,97.0017,checkoutservice,iaas,iaas,0.0005,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_500_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_500_metrics.csv
phase3,calibration_productcatalogservice_500,productcatalogservice,browse-product,calibration,500,180,threshold_exceeded,200,0,0,17422,182,1.0447,2900.00,4681.92,17000.00,25000.00,97.0017,currencyservice,hybrid-dynamic,faas,32.0323,,35325.4169,238.9556,,,1523.46,4197.18,7390.17,1577.05,4.97,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_500_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_500_metrics.csv
phase3,calibration_productcatalogservice_500,productcatalogservice,browse-product,calibration,500,180,threshold_exceeded,200,0,0,17422,182,1.0447,2900.00,4681.92,17000.00,25000.00,97.0017,emailservice,hybrid-dynamic,faas,0.0503,,,,,,,,,,,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_500_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_500_metrics.csv
phase3,calibration_productcatalogservice_500,productcatalogservice,browse-product,calibration,500,180,threshold_exceeded,200,0,0,17422,182,1.0447,2900.00,4681.92,17000.00,25000.00,97.0017,paymentservice,iaas,iaas,0.0106,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_500_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_500_metrics.csv
phase3,calibration_productcatalogservice_500,productcatalogservice,browse-product,calibration,500,180,threshold_exceeded,200,0,0,17422,182,1.0447,2900.00,4681.92,17000.00,25000.00,97.0017,shippingservice,hybrid-dynamic,faas,0.0509,,,,,,,,,,,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_500_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_500_metrics.csv
phase3,calibration_productcatalogservice_500,productcatalogservice,browse-product,calibration,500,180,threshold_exceeded,200,0,0,17422,182,1.0447,2900.00,4681.92,17000.00,25000.00,97.0017,adservice,hybrid-dynamic,faas,18.3848,,37393.7004,69.4889,2654.1867,7.0980,8.66,98.98,217.56,28.84,4.96,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_500_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_500_metrics.csv
phase3,calibration_productcatalogservice_500,productcatalogservice,browse-product,calibration,500,180,threshold_exceeded,200,0,0,17422,182,1.0447,2900.00,4681.92,17000.00,25000.00,97.0017,recommendationservice,iaas,iaas,36.4208,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_500_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_500_metrics.csv
phase3,calibration_productcatalogservice_500,productcatalogservice,browse-product,calibration,500,180,threshold_exceeded,200,0,0,17422,182,1.0447,2900.00,4681.92,17000.00,25000.00,97.0017,redis-cart,iaas,iaas,3.9782,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_500_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_500_metrics.csv
phase3,calibration_productcatalogservice_350,productcatalogservice,browse-product,calibration,350,180,threshold_exceeded,200,0,0,15513,939,6.0530,2400.00,3797.16,13000.00,17000.00,86.2936,frontend,iaas,iaas,35.7194,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_350_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_350_metrics.csv
phase3,calibration_productcatalogservice_350,productcatalogservice,browse-product,calibration,350,180,threshold_exceeded,200,0,0,15513,939,6.0530,2400.00,3797.16,13000.00,17000.00,86.2936,productcatalogservice,iaas,iaas,13.7414,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_350_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_350_metrics.csv
phase3,calibration_productcatalogservice_350,productcatalogservice,browse-product,calibration,350,180,threshold_exceeded,200,0,0,15513,939,6.0530,2400.00,3797.16,13000.00,17000.00,86.2936,cartservice,iaas,iaas,1.2366,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_350_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_350_metrics.csv
phase3,calibration_productcatalogservice_350,productcatalogservice,browse-product,calibration,350,180,threshold_exceeded,200,0,0,15513,939,6.0530,2400.00,3797.16,13000.00,17000.00,86.2936,checkoutservice,iaas,iaas,0.0005,,,,,,,,,,,,,,prometheus:kubernetes,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_350_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_350_metrics.csv
phase3,calibration_productcatalogservice_350,productcatalogservice,browse-product,calibration,350,180,threshold_exceeded,200,0,0,15513,939,6.0530,2400.00,3797.16,13000.00,17000.00,86.2936,currencyservice,hybrid-dynamic,iaas,5.1670,,73673.0667,110.8783,,,1207.45,3473.18,5084.49,1300.32,4.98,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|error_count|error_pct,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_350_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_350_metrics.csv
phase3,calibration_productcatalogservice_350,productcatalogservice,browse-product,calibration,350,180,threshold_exceeded,200,0,0,15513,939,6.0530,2400.00,3797.16,13000.00,17000.00,86.2936,emailservice,hybrid-dynamic,faas,0.0540,,,,,,,,,,,,,,prometheus:kubernetes|bridge|openfaas|controller,missing:mem_pct|request_count|error_count|error_pct|p50_ms|p95_ms|p99_ms|avg_latency_ms,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_350_stats.csv,testing/results/all_microservices/allmicro-20260504T132028Z/phase3/calibration_productcatalogservice_350_metrics.csv
